Title,Author
Christmas Penny Readings,George Manville Fenn
The Mynns' Mystery,George Manville Fenn
Commodore Junk,George Manville Fenn
Willing to Die,Joseph Sheridan Le Fanu
The Pioneers,Katharine Susannah Prichard
Petticoat Rule,"Emmuska Orczy, Baroness Orczy"
"The Breaking of the Storm, Vol. III.",Friedrich Spielhagen
"The Breaking of the Storm, Vol II.",Friedrich Spielhagen
"The Breaking of the Storm, Vol. I.",Friedrich Spielhagen
Evolution,Frank B. Jevons
"Folk Stories from Southern Nigeria, West Africa",Elphinstone Dayrell
Character and Opinion in the United States,George Santayana
The Three Eyes,Maurice Leblanc
Let's Use Soybeans,Anonymous
A Gentleman Player,Robert Neilson Stephens
The Right To Ignore The State,Herbert Spencer
Letters of a Javanese Princess,Raden Adjeng Kartini
The Story of Norway,Hjalmar H. Boyesen
"The History of Painting in Italy, Vol. 3",Luigi Antonio Lanzi ]
"Speeches, Addresses, and Occasional Sermons, Volume 2",Theodore Parker
A Narrative of the Death of Captain James Cook,David Samwell
Selected Sermons of Jonathan Edwards,Jonathan Edwards
Some Experiences of an Irish R.M.,Edith Œnone Sommerville and Martin Ross
The Mysterious Wanderer; Vol. II,Sophia Reeve
"I, Thou, and the Other One",Amelia Edith Huddleston Barr
The Dealings of Captain Sharkey,A. Conan Doyle
The Gateless Barrier,Lucas Malet
Twenty-Four Unusual Stories for Boys and Girls,Anna Cogswell Tyler
The Jews of Barnow,Karl Emil Franzos
Barren Honour: A Novel,George A. Lawrence
Alaska,Ella Higginson
The Little Girl Who Was Taught by Experience,Anonymous
Woman's Work in English Fiction,Clara Helen Whitmore
"Encyclopaedia Britannica, 11th Edition, Volume 3, Slice 6",Various
Geoffrey Hampstead,Thomas Stinson Jarvis
How to Appreciate Music,Gustav Kobbé
King of the Castle,George Manville Fenn
Woodcraft and Camping,George Washington Sears
What Gunpowder Plot Was,Samuel Rawson Gardiner
"Betty Lee, Freshman",Harriet Pyne Grove
Middle American Frogs of the Hyla microcephala Group,William E. Duellman and M. J. Fouquette
"Epidemics Examined and Explained: or, Living Germs Proved by Analogy to be a Source of Disease",John Grove
The Practical Garden-Book,C. E. Hunn and L. H. Bailey
Gammer Gurton's Garland,Joseph Ritson
The Story of American History,Albert F. Blaisdell
What the Swallow Sang,Friedrich Spielhagen
Through Night to Light,Friedrich Spielhagen
McAllister and His Double,Arthur Train
William Blake,Charles Gardner
The English Language,Robert Gordon Latham
Fugitive Slaves,Marion Gleason McDougall
Famous Flyers,J. J. Grayson
Behind the Green Door,Mildred A. Wirt
Clue of the Silken Ladder,Mildred A. Wirt
Test Pilot,Jimmy Collins
Æsop's Fables with Modern Instances,Æsop
Mrs. Halliburton's Troubles,Mrs. Henry Wood
A Treatise on Grain Stacking,John DeLamater
"The History of Painting in Italy, Vol. 2",Luigi Antonio Lanzi ]
The German Pioneers,Friedrich Spielhagen
Mozart,Thomas Tapper
The Ego and His Own,Max Stirner
Bees from British Guiana,T. D. A. Cockerell
The Life or Legend of Gaudama,Right Reverend Paul Ambroise Bigandet ]
By Violence,John Trevena
The Triumph of Virginia Dale,"John Francis, Jr."
In Love With the Czarina and Other Stories,Mór Jókai
"Speeches, Addresses, and Occasional Sermons, Volume 1",Theodore Parker
The Awakening of the Soul,Muhammad ibn 'Abd al-Malik Ibn Tufail
The Pearl Story Book,Various
Ginseng and Other Medicinal Plants,Arthur Robert Harding
Life Everlasting,John Fiske
Johann Sebastian Bach,Thomas Tapper
Paradise Bend,William Patterson White
"Reminiscences of Service with the First Volunteer Regiment of Georgia, Charleston Harbor, in 1863",Charles H. Olmstead
Sober by Act of Parliament,Fred A. McKenzie
John Deere's Steel Plow,Edward C. Kendall
Defending the Island,James Otis
Happiness in Purgatory,Anonymous
Phylogeny of the Waxwings and Allied Birds,M. Dale Arvey
Selected Records of Reptiles and Amphibians from Kansas,Hobart M. Smith and John Breukelman
Over the Plum Pudding,John Kendrick Bangs
Danger at the Drawbridge,Mildred A. Wirt
Witch Winnie,Elizabeth W. Champney
Franz Joseph Haydn,Thomas Tapper
Child Life in Prose,Various
The African Colony,John Buchan
Additions to the List of the Birds of Louisiana,"George H. Lowery, Jr."
Dr. Rumsey's Patient,L. T. Mead and Dr. Halifax
This is not a Story,Denis Diderot
Furze the Cruel,John Trevena
"John Marchmont's Legacy, Volumes I-III",Mary E. Braddon
"John Marchmont's Legacy, Volume III",Mary E. Braddon
"John Marchmont's Legacy, Volume II",Mary E. Braddon
"John Marchmont's Legacy, Volume I",Mary E. Braddon
The Hole in the Wall,Arthur Morrison
Cursed by a Fortune,George Manville Fenn
Strange Stories of Colonial Days,Various
Digby Heathcote,W.H.G. Kingston
Britain for the British,Robert Blatchford
"Encyclopaedia Britannica, 11th Edition, Volume 3, Slice 5",Various
A Synopsis of the American Bats of the Genus Pipistrellus,Walter W. Dalquest and E. Raymond Hall
The Pilgrim's Shell or Fergan the Quarryman,Eugène Sue
"The Infidel, Vol. II.",Robert Montgomery Bird
"The Infidel, Vol. I.",Robert Montgomery Bird
Makers,Cory Doctorow C
Milton's England,Lucia Ames Mead
Shelley at Oxford,Thomas Jefferson Hogg
Muskrat City,Henry Abbott
"Fishes of Chautauqua, Cowley and Elk Counties, Kansas",Artie L. Metcalf
The Secret of the League,Ernest Bramah
Bible Readings for the Home Circle,Unknown
Lady Daisy and Other Stories,Caroline Stewart
A Biographical Dictionary of Freethinkers of All Ages and Nations,Joseph Mazzini Wheeler
Rosalind at Red Gate,Meredith Nicholson
The Supposed Autographa of John the Scot,Edward Kennard Rand
Some Constituents of the Poison Ivy Plant:,William Anderson Syme
Better Meals for Less Money,Mary Green
Collector's Handbook to Keramics,William Chaffers
The Heritage of the Hills,Arthur P. Hankins
The Harvard Classics Shelf of Fiction - German,"J. W. von Goethe, Gottfried Keller, Theodor Fontane and Theodor Storm"
Seldwyla Folks,Gottfried Keller
Seven Legends,Gottfried Keller
The Green Book,Mór Jókai
Charles Lyell and Modern Geology,Thomas George Bonney
Wolf and Coyote Trapping,Arthur Robert Harding
The Gold Brick,Ann S. Stephens
Mark Mason's Victory,Horatio Alger
"Evolution of Expression, Volume 2--Revised",Charles Wesley Emerson
The Boy With the U. S. Survey,Francis Rolt-Wheeler
Rob Nixon,W. H. G. Kingston
Stan Lynn,George Manville Fenn
Draw Swords!,George Manville Fenn
The Master of the Ceremonies,George Manville Fenn
Ralph Clavering,W. H. G. Kingston
Sweet Mace,George Manville Fenn
Antony Waymouth,W. H. G. Kingston
The Cruise of the Frolic,W. H. G. Kingston
The Perils and Adventures of Harry Skipwith,W. H. G. Kingston
Among the Red-skins,W. H. G. Kingston
The Circassian Chief,W. H. G. Kingston
"Waihoura, the Maori Girl",W. H. G. Kingston
Alone on an Island,W. H. G. Kingston
The Rosery Folk,George Manville Fenn
The Prime Minister,William Henry Giles Kingston
Campobello,Kate Gannett Wells
"The History of Painting in Italy, Vol. 1",Luigi Antonio Lanzi
The Modern Ku Klux Klan,Henry Peck Fry
The Evolution of Sinn Fein,Robert Mitchell Henry
The Admirable Lady Biddy Fane,"Frank Barrett , & Now First Done Into Print]"
Materialized Apparitions,Edward Augustus Brackett
Joan of Arc,Lucy Foster Madison
Robert E. Lee,Ruth Hill
Origin and Early History of the Fashion Plate,John L. Nevinson
The Government of England,A. Lawrence Lowell
The Blue Jar Story Book,"Maria Edgeworth, Charles Lamb, Mary Lamb and Alicia C. Mant"
Christopher Quarles,Percy James Brebner
In Camp With A Tin Soldier,John Kendrick Bangs
Rescue Dog of the High Pass,James Arthur Kjelgaard
A Little Book of Christmas,John Kendrick Bangs
Sinn Fein,P. S. O'Hegarty
How to Invest Money,George Garr Henry
Adventures and Enthusiasms,E. V. Lucas
Red Hunters And the Animal People,Charles A. Eastman
The Court Jester,Cornelia Baker
The Romance of War Inventions,Thomas W. Corbin
The Twilight of the Souls,Louis Couperus
The Phase Rule and Its Applications,Alexander Findlay
Give Me Liberty,Thomas J. Wertenbaker
The Secret Trails,Charles G. D. Roberts
More Celtic Fairy Tales,Various
The Nature of Animal Light,E. Newton Harvey
A New Extinct Emydid Turtle from the Lower Pliocene of Oklahoma,Edwin C. Galbreath
Rick and Ruddy,Howard R. Garis
Across the Prairie in a Motor Caravan,Frances Halton Eva Hasell and Iris Eugenie Friend Sayle
Cottontail Rabbits in Relation to Trees and Farm Crops,D. Lantz
"The Story of the Great War, Volume VIII",various
The Camp Fire Girls at the Seashore,Jane L. Stewart
The Voodoo Gold Trail,Walter Walden
The Cry at Midnight,Mildred A. Wirt Benson
A Jewish Chaplain in France,Lee J. Levinger
Norfolk Annals,Charles Mackie
The Troubles of Biddy,Isabel Byrum
Methods of Destroying Rats,David Lantz
Hints to Husbands,George Morant
R. Caldecott's Picture Book,Randolph Caldecott
The Islands of Magic,Elsie Spicer Eells
Nelly's Silver Mine,Helen Hunt Jackson
Check-list of the Birds of Kansas,Harrison B Tordoff
Alas!,Rhoda Broughton
Dr. Lavendar's People,Margaret Deland
The Enchanted Barn,Grace Livingston Hill
Johnstone of the Border,Harold Bindloss
Jack and the Check Book,John Kendrick Bangs
The Escaping Club,A. J. Evans
Riya's Foundling,Algirdas Jonas Budrys
The Ancient Law,Ellen Glasgow
Walt Whitman,Robert G. Ingersoll
The River's Children,Ruth McEnery Stuart
For the Allinson Honor,Harold Bindloss
Just William,Richmal Crompton
A New Species of Heteromyid Rodent from the Middle Oligocene of Northeast Colorado with Remarks on the Skull,Edwin C. Galbreath
Pipistrellus cinnamomeus Miller 1902,Walter W. Dalquist and E. Raymond Hall
The Treasure of the Isle of Mist,W. W. Tarn
The Three Heron's Feathers,Hermann Sudermann
"Library of the World's Best Literature, Ancient and Modern, Vol. 13",Various
The Silent Mill,Hermann Sudermann
Prison Memoirs of an Anarchist,Alexander Berkman
"Encyclopaedia Britannica, 11th Edition, Volume 3, Slice 4",Various
The Beautiful Miss Brooke,Louis Zangwill
The Clock Strikes Thirteen,Mildred A. Wirt
Phases of an Inferior Planet,Ellen Glasgow
The Pace That Kills,Edgar Saltus
Napoleon's Marshals,R. P. Dunn-Pattison
The Westerners,Stewart Edward White
Mrs. Fitz,J. C. Snaith
A Short History of Germany,Mary Platt Parmele
A Cry in the Wilderness,Mary E. Waller
Ghost Beyond the Gate,Mildred A. Wirt
The Boy Scouts of Bob's Hill,Charles Pierce Burton
"Correspondence, between the late Commodore Stephen Decatur and Commodore James Barron",Stephen Decatur and James Barron
Cape Cod,Henry D. Thoreau
The Iron Trevet or Jocelyn the Champion,Eugène Sue
"The Philippine Islands, 1493-1898",Various
John the Baptist: A Play,Hermann Sudermann
Great Musical Composers,George T. Ferris  Sharp]
The Call of the Wildflower,Henry S. Salt
The Theory and Policy of Labour Protection,Albert Eberhard Friedrich Schäffle
Hans Brinker,Mary Mapes Dodge
The Preaching Tours and Missionary Labours of George Müller of Bristol,Mrs. Müller
Our Domestic Birds,John H. Robinson
Hocus Pocus Junior: The Anatomie of Legerdemain,Unknown
The Priestly Vocation,Bishop Bernard Ward
Fra Angelico,Jennie Ellis Keysor
Pliocene and Pleistocene Records of Fossil Turtles from Western Kansas and Oklahoma,Edwin C. Galbreath
Ephemera Critica,John Churton Collins
Penny Nichols and the Mystery of the Lost Key,Joan Clark
Sex-linked Inheritance in Drosophila,Thomas Hunt Morgan  and Calvin B. Bridges
The Last Cruise of the Spitfire,Edward Stratemeyer
Vera,Elisabeth von Arnim
Held for Orders,Frank H. Spearman
Joseph Smith as Scientist,John A. Widtsoe
The Song of Songs,Hermann Sudermann
Roses: Four One-Act Plays,Hermann Sudermann
Morituri: Three One-Act Plays,Hermann Sudermann
Iolanthe's Wedding,Hermann Sudermann
Honor: A Play in Four Acts,Hermann Sudermann
Fires of St. John,Hermann Sudermann
Marching on Niagara,Edward Stratemeyer
The Forest Habitat of the University of Kansas Natural History Reservation,Henry S. Fitch and Ronald L. McGregor
A Manual of Elementary Geology,Charles Lyell
The Drama of Glass,Kate Field
Dave Porter in the South Seas,Edward Stratemeyer
Pride,Eugène Sue
The Boy Spy,Joseph Kerby
The Betrothal,Maurice Maeterlinck
The Japanese Spirit,Yoshisaburo Okakura
Three New Beavers from Utah,Stephen D. Durrant
The Princess and the Goblin,George MacDonald
Monsieur Cherami,Charles Paul de Kock
Birds Found on the Arctic Slope of Northern Alaska,James W. Bee
The William Henry Letters,Abby Morton Diaz
The numerical strength of the Confederate army,Randolph H. McKim
Captain Ted,Louis Pendleton
Minor Poems,Rossiter Johnson
Gossip,Mona Gould C
I Run with the Fox,Mona Gould C
Tasting the Earth,Mona Gould C
Paul Verlaine,Stefan Zweig
A New Hylid Frog from Eastern Mexico.,Edward H. Taylor
The Zen Experience,Thomas Hoover C
Zen Culture,Thomas Hoover C
The Samurai Strategy,Thomas Hoover C
The Moghul,Thomas Hoover C
Syndrome,Thomas Hoover C
Project Daedalus,Thomas Hoover C
Project Cyclops,Thomas Hoover C
Life Blood,Thomas Hoover C
Caribbee,Thomas Hoover C
Anglo-Saxon Primer,Henry Sweet
Two New Meadow Mice from Michoacán Mexico,E. Raymond Hall
"A New Pocket Gopher and A New Spiny Pocket Mouse  from Michoacán, Mexico",Bernardo Villa R. and E. Raymond Hall
Literature in the Making,Various
"Encyclopaedia Britannica, 11th Edition, Volume 2, Slice 8",Various
"Geographic Range of the Hooded Skunk, Mephitis macroura",Walter W. Dalquest and E. Raymond Hall
An Outline of Sexual Morality,Kenneth Ingram
Avarice-Anger:,Eugène Sue
Condensed Guide for the Stanford Revision of the Binet-Simon Intelligence Tests,Lewis Madison Terman
Fighting in Cuban Waters,Edward Stratemeyer
Luxury-Gluttony,Eugène Sue
The Complete Story of the Galveston Horror,Various
A New Bat From Mexico,Walter W. Dalquest and E. Raymond Hall
The Operatic Problem,William Johnson Galloway
Leonardo da Vinci,Sigmund Freud
Homo-culture,Martin Luther Holbrook
"The Poetical Works of Sir Edward Bulwer Lytton, Bart. M.P.",Edward Bulwer Lytton
Angela's Business,Henry Sydnor Harrison
Ross Grant Tenderfoot,John Garland
"Tadarida femorosacca in Tamaulipas, Mexico",Walter W. Dalquest and E. Raymond Hall
Birds Illustrated by Color Photography,Various
The Wood Fire in No. 3,F. Hopkinson Smith
History of Modern Philosophy,Alfred William Benn
Jupiter Lights,Constance Fenimore Woolson
The Sheriff of Badger,George B. Pattullo
Lightnin',Frank Bacon
Handbook of Medical Entomology,William Albert Riley and Oskar Augustus Johanssen]
The Secrets of Potsdam,William Le Queux
A Mysterious Disappearance,Gordon Holmes
Gleanings in Graveyards,Horatio Edward Norfolk
Is Polite Society Polite?,Julia Ward Howe
Barbara Ladd,Charles G. D. Roberts
Rookie Rhymes,"The Men of the 1st. and 2nd. Provisional Training Regiments, Plattsburg, New York"
Spinning Tops,John Perry
The Morality of Woman and Other Essays,Ellen Key
The Graysons,Edward Eggleston
The Banshee,Elliot O'Donnell
Octavia,J. F. Lee
Hunting Dogs,Oliver Hartley
Acres of Diamonds,Russell H. Conwell
Means and Ends of Education,J. L. Spalding
The Supply at Saint Agatha's,Elizabeth Stuart Phelps
Comrades,Elizabeth Stuart Phelps
A Chariot of Fire,Elizabeth Stuart Phelps
"Contemporary American History, 1877-1913",Charles A. Beard
Vanitas,Vernon Lee ]
English As We Speak It in Ireland,P. W. Joyce
Victor Ollnee's Discipline,Hamlin Garland
The Man with a Shadow,George Manville Fenn
Caught in a Trap,John C. Hutcheson
Of High Descent,George Manville Fenn
The Khedive's Country,George Manville Fenn
The Star-Gazers,George Manville Fenn
The Headswoman,Kenneth Grahame
Chattanooga or Lookout Mountain and Missionary Ridge From Moccasin Point,Bradford Ripley Wood
Nevermore,Rolf Boldrewood
Rural Rides,William Cobbett
Golden Numbers,Various
Spun-yarn and Spindrift,Norah M. Holland
A Lonely Flute,Odell Shepard
"Cranial Osteiology of the Hylid Frog, Smilisca baudini",Linda Trueb
From Kingdom to Colony,Mary Devereux
Sweethearts at Home,S. R. Crockett
Steel Traps,Arthur Robert Harding
The Accomplished Muskrat Trapper,Arno Erdman Schmidt
Her Letter His Answer & Her Last Letter,Bret Harte
"The Iron Division, National Guard of Pennsylvania, In the World War",H. G. Proctor
"Library of the World's Best Literature, Ancient and Modern, Vol. 9",Various
The New Germany,George Young
Electricity and Magnetism,Elisha Gray
Two Royal Foes,Eva Madden
The Enchanted Castle,E. Nesbit
Hildegarde's Home,Laura E. Richards
Life and Public Services of James A. Garfield,Emma Elizabeth Brown
Notes of a staff officer of our First New Jersey Brigade on the Seven Day's Battle on the peninsula in 1862,E. Burd Grubb
Shadowings,Lafcadio Hearn
Francis Beaumont: Dramatist,Charles Mills Gayley
A Treatise on Physiology and Hygiene,Joseph Chrisman Hutchison
Cathedral Cities of England,George Gilbert
"Encyclopaedia Britannica, 11th Edition, Volume 2, Slice 7",Various
The Law of Hemlock Mountain,Hugh Lundsford
The Joy of Living,Hermann Sudermann
